name,longitude,latitude,issues,prov,key,scientificName,datasetKey,publishingOrgKey,installationKey,publishingCountry,protocol,lastCrawled,lastParsed,crawlId,hostingOrganizationKey,basisOfRecord,occurrenceStatus,taxonKey,kingdomKey,phylumKey,classKey,orderKey,familyKey,genusKey,speciesKey,acceptedTaxonKey,acceptedScientificName,kingdom,phylum,order,family,genus,species,genericName,specificEpithet,taxonRank,taxonomicStatus,iucnRedListCategory,dateIdentified,coordinateUncertaintyInMeters,continent,stateProvince,year,month,day,eventDate,modified,lastInterpreted,references,license,isInCluster,datasetName,recordedBy,identifiedBy,geodeticDatum,class,countryCode,country,rightsHolder,identifier,http://unknown.org/nick,informationWithheld,verbatimEventDate,collectionCode,gbifID,verbatimLocality,occurrenceID,taxonID,catalogNumber,institutionCode,eventTime,http://unknown.org/captive,identificationID,occurrenceRemarks,elevation,fieldNumber,eventRemarks,organismQuantity,organismQuantityType,institutionKey,collectionKey,preparations,habitat,institutionID,higherGeography,county,locality,language,type,ownerInstitutionCode,collectionID,higherClassification,identificationRemarks,networkKeys,projectId,infraspecificEpithet,locationID,individualCount,datasetID,nomenclaturalCode,georeferenceProtocol,endDayOfYear,organismID,startDayOfYear,accessRights,elevationAccuracy,otherCatalogNumbers,identificationVerificationStatus,locationAccordingTo,locationRemarks,georeferencedDate,recordNumber,georeferencedBy,georeferenceVerificationStatus,footprintWKT,previousIdentifications,identificationQualifier,georeferenceSources,typeStatus,dynamicProperties,higherGeographyID,verbatimElevation,verbatimCoordinateSystem,georeferenceRemarks,disposition,http://unknown.org/recordID,rights,taxonRemarks,lifeStage,http://unknown.org/recordEnteredBy,typifiedName,vernacularName,depth,location
"Ashmunella levettei angigyra Pilsbry, 1905",-110.2777,31.4142,"colmafu,inmafu",gbif,2519137244,"Ashmunella levettei angigyra Pilsbry, 1905",85b1cfb6-f762-11e1-a439-00145eb45e9a,8483a1f0-1032-11db-ae00-b8a03c50a862,12fadca0-d638-416d-8cee-6f29ef37a249,US,EML,2023-04-24T04:04:18.977+00:00,2023-04-24T04:13:06.988+00:00,450,8483a1f0-1032-11db-ae00-b8a03c50a862,PRESERVED_SPECIMEN,PRESENT,9092021,1,52,225,1456,2624,2295855,2295874,9092021,"Ashmunella levettei angigyra Pilsbry, 1905",Animalia,Mollusca,Stylommatophora,Polygyridae,Ashmunella,Ashmunella levettei,Ashmunella,levettei,SUBSPECIES,ACCEPTED,NA,NA,NA,NORTH_AMERICA,Arizona,1984,3,14,1984-03-14,2021-04-27T19:27:13.000+00:00,2023-04-24T04:13:06.988+00:00,NA,http://creativecommons.org/licenses/by-nc/4.0/legalcode,FALSE,NA,"Bauer, David",NA,WGS84,Gastropoda,US,United States of America,NA,a72b46f1-3312-4b41-8ea5-cace15165280,NA,NA,NA,Invertebrate Zoology,2519137244,NA,a72b46f1-3312-4b41-8ea5-cace15165280,NA,546314-Mollusca,UF,NA,NA,NA,NA,NA,NA,NA,NA,NA,ab8b25c4-f95e-437b-82df-5aed3c9031ec,4730346d-0a5b-454c-accd-b9ac7bdf8445,dry - 1,NA,NA,"USA, Arizona, Cochise County",Cochise County,"Huachua Mountains, Miller Canyon",NA,NA,NA,NA,NA,NA,,NA,angigyra,c6c32a5b-9d42-4b61-837a-49d09e7be1d1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,31.4142/-110.2777/NA
"Ashmunella levettei angigyra Pilsbry, 1905",-110.3075,31.4474,"colmafu,inmafu",gbif,2519145204,"Ashmunella levettei angigyra Pilsbry, 1905",85b1cfb6-f762-11e1-a439-00145eb45e9a,8483a1f0-1032-11db-ae00-b8a03c50a862,12fadca0-d638-416d-8cee-6f29ef37a249,US,EML,2023-04-24T04:04:18.977+00:00,2023-04-24T04:12:56.147+00:00,450,8483a1f0-1032-11db-ae00-b8a03c50a862,PRESERVED_SPECIMEN,PRESENT,9092021,1,52,225,1456,2624,2295855,2295874,9092021,"Ashmunella levettei angigyra Pilsbry, 1905",Animalia,Mollusca,Stylommatophora,Polygyridae,Ashmunella,Ashmunella levettei,Ashmunella,levettei,SUBSPECIES,ACCEPTED,NA,NA,NA,NORTH_AMERICA,Arizona,1984,3,13,1984-03-13,2021-04-27T19:27:13.000+00:00,2023-04-24T04:12:56.147+00:00,NA,http://creativecommons.org/licenses/by-nc/4.0/legalcode,FALSE,NA,"Bauer, David",NA,WGS84,Gastropoda,US,United States of America,NA,c755907c-77a4-45e3-90c4-6d88e639cb5a,NA,NA,NA,Invertebrate Zoology,2519145204,NA,c755907c-77a4-45e3-90c4-6d88e639cb5a,NA,546309-Mollusca,UF,NA,NA,NA,NA,NA,NA,NA,NA,NA,ab8b25c4-f95e-437b-82df-5aed3c9031ec,4730346d-0a5b-454c-accd-b9ac7bdf8445,dry - 8,NA,NA,"USA, Arizona, Cochise County",Cochise County,"Huachua Mountains, Ramsey Canyon",NA,NA,NA,NA,NA,NA,,NA,angigyra,a5b91281-9469-406d-af49-214a39070b28,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,31.4474/-110.3075/NA
"Ashmunella levettei (Bland, 1882)",-110.129372,31.498399,"gass84,osiic,incomis,inmafu",gbif,1417497337,"Ashmunella levettei (Bland, 1882)",005eb8d8-ed94-41be-89cf-e3115a9058e4,7b8aff00-a9f8-11d8-944b-b8a03c50a862,3b84ff5b-79ce-427c-acb7-b4004e160f66,US,EML,2023-04-24T19:06:08.949+00:00,2023-04-24T19:10:35.182+00:00,304,7b8aff00-a9f8-11d8-944b-b8a03c50a862,PRESERVED_SPECIMEN,PRESENT,2295874,1,52,225,1456,2624,2295855,2295874,2295874,"Ashmunella levettei (Bland, 1882)",Animalia,Mollusca,Stylommatophora,Polygyridae,Ashmunella,Ashmunella levettei,Ashmunella,levettei,SPECIES,ACCEPTED,NE,NA,17002,NORTH_AMERICA,Arizona,1975,7,19,1975-07-19,2023-03-01T13:54:00.000+00:00,2023-04-24T19:10:35.182+00:00,NA,http://creativecommons.org/publicdomain/zero/1.0/legalcode,FALSE,NA,G. R. Webb,NA,WGS84,Gastropoda,US,United States of America,The Field Museum of Natural History,5ce4d3d6-2a7b-45e8-a116-52dc4fb69c38,NA,NA,NA,Invertebrate Zoology,1417497337,NA,5ce4d3d6-2a7b-45e8-a116-52dc4fb69c38,NA,NA,FMNH,NA,NA,NA,NA,NA,GW-374183,NA,NA,NA,e71f36f1-e271-4720-a604-3c5a1418e7aa,NA,NA,NA,FMNH,"North America, USA, Arizona, ~2/3 of the way up Miller Canyon, near waterworks of Tombstone. [LL]",NA,"~2/3 of the way up Miller Canyon, near waterworks of Tombstone",NA,NA,FMNH,Invertebrate Zoology,Animalia Mollusca Gastropoda Stylommatophora Polygyridae,NA,,NA,NA,8cf18c44-cf44-472e-85bc-5f0dedf7c451,6,invertebrates-10-Apr-2023,ICZN,GeoLocate,200,3512683,200,https://www.fieldmuseum.org/about/copyright-information,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,31.498399/-110.129372/NA
Ashmunella levettei levettei,-110.4075,31.48889,"gass84,colmafu,inmafu",gbif,899290072,Ashmunella levettei levettei,85b1cfb6-f762-11e1-a439-00145eb45e9a,8483a1f0-1032-11db-ae00-b8a03c50a862,12fadca0-d638-416d-8cee-6f29ef37a249,US,EML,2023-04-24T04:04:18.977+00:00,2023-04-24T04:12:42.804+00:00,450,8483a1f0-1032-11db-ae00-b8a03c50a862,PRESERVED_SPECIMEN,PRESENT,9048109,1,52,225,1456,2624,2295855,2295874,9048109,Ashmunella levettei levettei,Animalia,Mollusca,Stylommatophora,Polygyridae,Ashmunella,Ashmunella levettei,Ashmunella,levettei,SUBSPECIES,ACCEPTED,NA,NA,NA,NORTH_AMERICA,Arizona,1973,7,20,1973-07-20,2021-04-27T18:11:17.000+00:00,2023-04-24T04:12:42.804+00:00,NA,http://creativecommons.org/licenses/by-nc/4.0/legalcode,FALSE,NA,"Richman, D.",NA,WGS84,Gastropoda,US,United States of America,NA,18CCF08A-4056-4A28-9282-5EE441D1FFA1,NA,NA,NA,Invertebrate Zoology,899290072,NA,18CCF08A-4056-4A28-9282-5EE441D1FFA1,NA,131728-Mollusca,UF,NA,NA,NA,NA,NA,NA,NA,NA,NA,ab8b25c4-f95e-437b-82df-5aed3c9031ec,4730346d-0a5b-454c-accd-b9ac7bdf8445,dry - 9999,NA,NA,"USA, Arizona, Cochise County",Cochise County,"Huachuca Mountains, Miller Canyon, Small Slide & Along Miller Canyon Rd, Ca 3-4 mi SW State Hwy 92",NA,NA,NA,NA,NA,NA,,NA,levettei,ec56ee23-07cb-11e6-90fb-946024916d6e,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,31.48889/-110.4075/NA
Ashmunella levettei levettei,-110.23611,31.42944,"gass84,colmafu,inmafu",gbif,899290068,Ashmunella levettei levettei,85b1cfb6-f762-11e1-a439-00145eb45e9a,8483a1f0-1032-11db-ae00-b8a03c50a862,12fadca0-d638-416d-8cee-6f29ef37a249,US,EML,2023-04-24T04:04:18.977+00:00,2023-04-24T04:12:53.409+00:00,450,8483a1f0-1032-11db-ae00-b8a03c50a862,PRESERVED_SPECIMEN,PRESENT,9048109,1,52,225,1456,2624,2295855,2295874,9048109,Ashmunella levettei levettei,Animalia,Mollusca,Stylommatophora,Polygyridae,Ashmunella,Ashmunella levettei,Ashmunella,levettei,SUBSPECIES,ACCEPTED,NA,NA,NA,NORTH_AMERICA,Arizona,1973,7,28,1973-07-28,2021-04-27T18:11:17.000+00:00,2023-04-24T04:12:53.409+00:00,NA,http://creativecommons.org/licenses/by-nc/4.0/legalcode,FALSE,NA,"Richman, D.",NA,WGS84,Gastropoda,US,United States of America,NA,CE71E0A9-0B16-48B8-9C44-AAF4E042C51D,NA,NA,NA,Invertebrate Zoology,899290068,NA,CE71E0A9-0B16-48B8-9C44-AAF4E042C51D,NA,131729-Mollusca,UF,NA,NA,NA,NA,NA,NA,NA,NA,NA,ab8b25c4-f95e-437b-82df-5aed3c9031ec,4730346d-0a5b-454c-accd-b9ac7bdf8445,dry - 9999,NA,NA,"USA, Arizona, Cochise County",Cochise County,"Along Miller Canyon Road, 4 mi SW of State Highway 92",NA,NA,NA,NA,NA,NA,,NA,levettei,ec56eed4-07cb-11e6-90fb-946024916d6e,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,31.42944/-110.23611/NA
"Ashmunella levettei (Bland, 1882)",-110.408137,31.488986,"cdc,gass84,colmafu,inmafu",gbif,2273831636,"Ashmunella levettei (Bland, 1882)",fc53a503-d180-4a63-b8a2-868d56da5420,52c8f620-1816-11da-9544-b8a03c50a862,a957a663-2f17-415f-b1c8-5cf6398df8ed,US,EML,2023-03-27T23:43:08.513+00:00,2023-03-27T23:43:27.750+00:00,315,2053a639-84c3-4be5-b8bc-96b6d88a976c,PRESERVED_SPECIMEN,PRESENT,2295874,1,52,225,1456,2624,2295855,2295874,2295874,"Ashmunella levettei (Bland, 1882)",Animalia,Mollusca,Stylommatophora,Polygyridae,Ashmunella,Ashmunella levettei,Ashmunella,levettei,SPECIES,ACCEPTED,NE,1972-04-01T00:00:00,301,NORTH_AMERICA,Arizona,1972,4,1,1972-04-01,2022-11-17T04:11:21.171+00:00,2023-03-27T23:43:27.750+00:00,http://arctos.database.museum/guid/UTEP:Inv:2647,http://creativecommons.org/publicdomain/zero/1.0/legalcode,FALSE,NA,Collector(s): Artie L. Metcalf,Artie L. Metcalf,WGS84,Gastropoda,US,United States of America,NA,http://arctos.database.museum/guid/UTEP:Inv:2647?seid=4293860,NA,NA,4/1/1972,Inv,2273831636,"Huachuca Mts: Miller Canyon, ca. 1/4 mi up jeep trail from abandoned house, picnic area, and Tombstone Waterworks enclosure",http://arctos.database.museum/guid/UTEP:Inv:2647?seid=4293860,NA,UTEP:Inv:2647,UTEP,1972-04-01,NA,NA,NA,1829,NA,NA,NA,NA,adbcf6bb-4718-4f96-bd4f-cad7116f0d60,f1d49d5a-bd55-471a-b688-75482b82351c,shell,NA,UTEP,"United States, Arizona, Cochise County",Cochise County,"Huachuca Mountains: Miller Canyon, ca. 1/4 miles up jeep trail from abandoned house, picnic area, and Tombstone Waterworks enclosure",NA,NA,NA,122,"Biota, Animalia, Mollusca, Gastropoda, Heterobranchia, Euthyneura, Tectipleura, Eupulmonata, Stylommatophora, Helicina, Helicoidei, Helicoidea, Polygyridae, Triodopsinae, Ashmunellini, Ashmunella,",Former nature_of_id: expert.,,NA,NA,NA,NA,NA,NA,automated georeference,92,http://arctos.database.museum/guid/UTEP:Inv:2647,NA,http://vertnet.org/resources/norms.html,15,collector number=1366,features,Artie L. Metcalf,"T23S, SW 1/4 Sec. 23, R20E",1972-04-01 00:00:00,1366,Artie L. Metcalf,unverified,"POLYGON((-110.404967930836 31.48897130749,-110.405032177098 31.488441796005,-110.405215737846 31.4879331992071,-110.405511557284 31.4874650616808,-110.40590826615 31.4870553729559,-110.406390618798 31.4867198762923,-110.406940079135 31.4864714638039,-110.40753553288 31.4863196811492,-110.408154098796 31.4862703608026,-110.408772007747 31.4863253979838,-110.409365515821 31.4864826778458,-110.409911816498 31.486736156717,-110.410389916834 31.4870760942788,-110.410781444049 31.4874894277697,-110.411071351525 31.4879602738499,-110.411248497108 31.4884705388632,-110.411306071475 31.4890006140593,-110.411241860071 31.4895301290795,-110.411058328522 31.4900387347575,-110.410762528179 31.4905068851573,-110.410365825397 31.4909165887887,-110.409883464895 31.4912521001229,-110.409333983964 31.4915005248122,-110.408738500019 31.4916523153408,-110.408119898893 31.4917016380355,-110.407501955084 31.4916465973192,-110.406908417811 31.491489308577,-110.406362098039 31.4912358168324,-110.405883991619 31.4908958643639,-110.405492472257 31.4904825162026,-110.405202585376 31.4900116579214,-110.405025469994 31.4895013850342,-110.404967930836 31.48897130749))","[{""scientific_name"":""Ashmunella levettei"",""nature_of_id"":""features"",""accepted_id_fg"":1,""made_date"":""1972-04-01"",""short_citation"":null,""publication_id"":null,""identification_remarks"":""Former nature_of_id: expert."",""idby"":""Artie L. Metcalf"",""concept_label"":null}]",A,see accompanying locality attribute,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,31.488986/-110.408137/1972-04-01T00:00:00
"Ashmunella levettei (Bland, 1882)",-110.3,31.4,"cdc,gass84,colmafu,inmafu",gbif,2273832216,"Ashmunella levettei (Bland, 1882)",fc53a503-d180-4a63-b8a2-868d56da5420,52c8f620-1816-11da-9544-b8a03c50a862,a957a663-2f17-415f-b1c8-5cf6398df8ed,US,EML,2023-03-27T23:43:08.513+00:00,2023-03-27T23:43:26.668+00:00,315,2053a639-84c3-4be5-b8bc-96b6d88a976c,PRESERVED_SPECIMEN,PRESENT,2295874,1,52,225,1456,2624,2295855,2295874,2295874,"Ashmunella levettei (Bland, 1882)",Animalia,Mollusca,Stylommatophora,Polygyridae,Ashmunella,Ashmunella levettei,Ashmunella,levettei,SPECIES,ACCEPTED,NE,1972-04-01T00:00:00,1506,NORTH_AMERICA,Arizona,1972,4,1,1972-04-01,2022-11-17T03:15:20.626+00:00,2023-03-27T23:43:26.668+00:00,http://arctos.database.museum/guid/UTEP:Inv:3479,http://creativecommons.org/publicdomain/zero/1.0/legalcode,FALSE,NA,Collector(s): Artie L. Metcalf,Artie L. Metcalf,WGS84,Gastropoda,US,United States of America,NA,http://arctos.database.museum/guid/UTEP:Inv:3479?seid=4293857,NA,NA,4/1/1972,Inv,2273832216,"Huachuca Mt Carr Canyon, south wall of canyon along road to Carr Peak, at ""Dry Waterfall""",http://arctos.database.museum/guid/UTEP:Inv:3479?seid=4293857,NA,UTEP:Inv:3479,UTEP,1972-04-01,NA,NA,NA,2134,NA,NA,NA,NA,adbcf6bb-4718-4f96-bd4f-cad7116f0d60,f1d49d5a-bd55-471a-b688-75482b82351c,shell,NA,UTEP,"United States, Arizona, Cochise County",Cochise County,"Huachuca Mount Carr Canyon, S wall of canyon along road to Carr Peak, at ""Dry Waterfall""",NA,NA,NA,122,"Biota, Animalia, Mollusca, Gastropoda, Heterobranchia, Euthyneura, Tectipleura, Eupulmonata, Stylommatophora, Helicina, Helicoidei, Helicoidea, Polygyridae, Triodopsinae, Ashmunellini, Ashmunella,",Former nature_of_id: expert.,,NA,NA,NA,NA,NA,NA,automated georeference,92,http://arctos.database.museum/guid/UTEP:Inv:3479,NA,http://vertnet.org/resources/norms.html,0,collector number=1367,features,Artie L. Metcalf,NA,1972-04-01 00:00:00,1367,Artie L. Metcalf,unverified,"POLYGON((-110.284159469872 31.3999125306816,-110.284483947797 31.3972635237058,-110.285404645577 31.3947197085538,-110.286886140069 31.3923788298641,-110.288871471434 31.3903308279291,-110.291284336141 31.3886543851364,-110.294032020543 31.38741390547,-110.297008962064 31.3866570426611,-110.300100801441 31.3864128714965,-110.303188770956 31.386690772167,-110.306154251016 31.387480070273,-110.308883321133 31.3887504462506,-110.311271131554 31.390453098602,-110.313225928481 31.3925226165222,-110.314672578838 31.3948794903801,-110.315555459304 31.3974331640669,-110.315840598352 31.4000855123931,-110.315516988284 31.4027346102977,-110.314597015852 31.405278649281,-110.31311599377 31.407619850628,-110.311130809958 31.4096682249246,-110.308717745482 31.4113450330948,-110.305969544403 31.4125858155289,-110.302991847957 31.4133428724023,-110.299899130335 31.4135870993834,-110.296810292963 31.4133091077841,-110.293844087555 31.4125195858469,-110.291114545028 31.411248887212,-110.288726587055 31.4095458624989,-110.286771989896 31.4074759792013,-110.285325856216 31.4051188025756,-110.284443730676 31.4025649348244,-110.284159469872 31.3999125306816))","[{""scientific_name"":""Ashmunella levettei"",""nature_of_id"":""features"",""accepted_id_fg"":1,""made_date"":""1972-04-01"",""short_citation"":null,""publication_id"":null,""identification_remarks"":""Former nature_of_id: expert."",""idby"":""Artie L. Metcalf"",""concept_label"":null}]",A,see accompanying locality attribute,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,31.4/-110.3/1972-04-01T00:00:00
"Ashmunella levettei bifurca Pilsbry & Ferriss, 1909",-110.3833,31.45,"gass84,osiic,incomis,inmafu",gbif,1270118694,"Ashmunella levettei bifurca Pilsbry & Ferriss, 1909",005eb8d8-ed94-41be-89cf-e3115a9058e4,7b8aff00-a9f8-11d8-944b-b8a03c50a862,3b84ff5b-79ce-427c-acb7-b4004e160f66,US,EML,2023-04-24T19:06:08.949+00:00,2023-04-24T19:10:37.977+00:00,304,7b8aff00-a9f8-11d8-944b-b8a03c50a862,PRESERVED_SPECIMEN,PRESENT,8736882,1,52,225,1456,2624,2295855,2295874,8736882,"Ashmunella levettei bifurca Pilsbry & Ferriss, 1909",Animalia,Mollusca,Stylommatophora,Polygyridae,Ashmunella,Ashmunella levettei,Ashmunella,levettei,SUBSPECIES,ACCEPTED,NA,NA,2668,NORTH_AMERICA,Arizona,1967,10,16,1967-10-16,2023-03-01T13:54:00.000+00:00,2023-04-24T19:10:37.977+00:00,NA,http://creativecommons.org/publicdomain/zero/1.0/legalcode,TRUE,NA,NA,NA,WGS84,Gastropoda,US,United States of America,The Field Museum of Natural History,99f15397-c9bd-41de-8c81-a42350981752,NA,NA,NA,Invertebrate Zoology,1270118694,NA,99f15397-c9bd-41de-8c81-a42350981752,NA,NA,FMNH,NA,NA,NA,NA,NA,FMNH60620,NA,NA,NA,e71f36f1-e271-4720-a604-3c5a1418e7aa,NA,NA,NA,FMNH,"North America, USA, Arizona, Huachuca Mts.,Tanner Canyon. [LL]",NA,"Huachuca Mts.,Tanner Canyon",NA,NA,FMNH,Invertebrate Zoology,Animalia Mollusca Gastropoda Stylommatophora Polygyridae,NA,,NA,bifurca,79c2b77a-fef9-4a56-81f1-301b28b1d1c1,99,invertebrates-10-Apr-2023,ICZN,GeoLocate,295,3470572,289,https://www.fieldmuseum.org/about/copyright-information,NA,NA,NA,NA,Tanner Canyon is now known as Garden Canyon,NA,NA,NA,NA,NA,NA,NA,NA,PARATYPE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,31.45/-110.3833/NA
"Ashmunella levettei ursina Pilsbry & Ferriss, 1909",-110.4798,32.15091,"colmafu,inmafu",gbif,477018550,"Ashmunella levettei ursina Pilsbry & Ferriss, 1909",4bfac3ea-8763-4f4b-a71a-76a6f5f243d3,b4640710-8e03-11d8-b956-b8a03c50a862,b0f5183c-5ed0-47f4-b75f-65e0c1036cb5,US,EML,2023-04-20T21:53:33.047+00:00,2023-04-20T22:34:37.621+00:00,487,b4640710-8e03-11d8-b956-b8a03c50a862,PRESERVED_SPECIMEN,PRESENT,8943564,1,52,225,1456,2624,2295855,2295874,2295874,"Ashmunella levettei (Bland, 1882)",Animalia,Mollusca,Stylommatophora,Polygyridae,Ashmunella,Ashmunella levettei,Ashmunella,levettei,SUBSPECIES,SYNONYM,NA,NA,1506,NORTH_AMERICA,Arizona,1961,1,1,1961-01-01,2021-12-06T18:17:33.000+00:00,2023-04-20T22:34:37.621+00:00,http://mczbase.mcz.harvard.edu/guid/MCZ:Mala:237337,http://creativecommons.org/licenses/by-nc/4.0/legalcode,FALSE,NA,F. Santano,[no agent data],WGS84,Gastropoda,US,United States of America,President and Fellows of Harvard College,MCZ:Mala:237337,NA,NA,1961,Mala,477018550,"USA, Arizona, Huachuca Mts., 6000 ft., Miller Canyon",MCZ:Mala:237337,NA,237337,MCZ,NA,NA,NA,NA,1828.8,NA,NA,NA,NA,1cfca87c-083e-4d67-8e60-cb7d311f6058,66df5945-b2fd-4136-8566-1d085c3213fe,shell (dry),NA,b4640710-8e03-11d8-b956-b8a03c50a862,North America: United States: Arizona: Cochise,Cochise,"Huachuca Mountains, Miller Canyon",NA,NA,"Museum of Comparative Zoology, Harvard University",NA,Animalia Mollusca Gastropoda Stylommatophora Elasmognatha Mesodontacea Polygyridae Ashmunella levettei ursina,Entered from ledger.,,NA,ursina,NA,10,NA,ICZN,GEOLocate,NA,NA,1,NA,0,malacology accession number=646,NA,NA,NA,NA,NA,Brendan Haley,unverified,NA,NA,NA,"GEOLocate batch georeferencing, 2019-06-10",NA,{},http://vocab.getty.edu/tgn/2000091,6000-6000 ft,decimal degrees,[UNDER REVIEW; GEOLOCATE_SCORE: 43; GEOLOCATE_PRECISION: Low; GEOLOCATE_NUMRESULTS: 3],in collection,NA,NA,NA,NA,NA,NA,NA,NA,32.15091/-110.4798/NA
"Ashmunella levettei (Bland, 1882)",-110.408137,31.488986,"colmafu,inmafu",gbif,476995679,"Ashmunella levettei (Bland, 1882)",4bfac3ea-8763-4f4b-a71a-76a6f5f243d3,b4640710-8e03-11d8-b956-b8a03c50a862,b0f5183c-5ed0-47f4-b75f-65e0c1036cb5,US,EML,2023-04-20T21:53:33.047+00:00,2023-04-20T22:33:17.306+00:00,487,b4640710-8e03-11d8-b956-b8a03c50a862,PRESERVED_SPECIMEN,PRESENT,2295874,1,52,225,1456,2624,2295855,2295874,2295874,"Ashmunella levettei (Bland, 1882)",Animalia,Mollusca,Stylommatophora,Polygyridae,Ashmunella,Ashmunella levettei,Ashmunella,levettei,SPECIES,ACCEPTED,NE,NA,301,NORTH_AMERICA,Arizona,1961,1,1,1961-01-01,2021-12-06T18:11:31.000+00:00,2023-04-20T22:33:17.306+00:00,http://mczbase.mcz.harvard.edu/guid/MCZ:Mala:242712,http://creativecommons.org/licenses/by-nc/4.0/legalcode,FALSE,NA,Floyd Gerald Werner,[no agent data],WGS84,Gastropoda,US,United States of America,President and Fellows of Harvard College,MCZ:Mala:242712,NA,NA,1961,Mala,476995679,"USA, Arizona, Cochise, Huachuca Mountains, Ramsey Canyon",MCZ:Mala:242712,NA,242712,MCZ,NA,NA,NA,NA,1615.44,NA,NA,NA,NA,1cfca87c-083e-4d67-8e60-cb7d311f6058,66df5945-b2fd-4136-8566-1d085c3213fe,shell (dry),NA,b4640710-8e03-11d8-b956-b8a03c50a862,North America: United States: Arizona: Cochise,Cochise,"Huachuca Mountains, Ramsey Canyon",NA,NA,"Museum of Comparative Zoology, Harvard University",NA,Animalia Mollusca Gastropoda Stylommatophora Elasmognatha Mesodontacea Polygyridae Ashmunella levettei,Entered from ledger.,,NA,NA,NA,10,NA,ICZN,GEOLocate,NA,NA,1,NA,0,malacology accession number=646,NA,NA,NA,NA,NA,Brendan Haley,unverified,NA,NA,NA,"GEOLocate batch georeferencing, 2019-06-10",NA,{},http://vocab.getty.edu/tgn/2000091,5300-5300 ft,decimal degrees,[UNDER REVIEW; GEOLOCATE_SCORE: 48; GEOLOCATE_PRECISION: Low; GEOLOCATE_NUMRESULTS: 3],in collection,NA,NA,NA,NA,NA,NA,NA,NA,31.488986/-110.408137/NA
"Ashmunella levettei (Bland, 1882)",-110.333863,31.48256,"cdc,gass84,ambinst",gbif,2451522011,"Ashmunella levettei (Bland, 1882)",3ee66eb3-4786-4bda-b7f1-c145b1a57a6b,a42867f0-813a-11dc-82e0-b8a03c50a862,6fdcfa44-e2fb-44e3-876d-7cf0e1f8bc9d,US,DWC_ARCHIVE,2023-02-15T22:00:45.342+00:00,2023-02-15T22:07:03.310+00:00,152,96710dc8-fecb-440d-ae3e-c34ae8a9616f,PRESERVED_SPECIMEN,PRESENT,2295874,1,52,225,1456,2624,2295855,2295874,2295874,"Ashmunella levettei (Bland, 1882)",Animalia,Mollusca,Stylommatophora,Polygyridae,Ashmunella,Ashmunella levettei,Ashmunella,levettei,SPECIES,ACCEPTED,NE,NA,NA,NORTH_AMERICA,Arizona,1960,3,21,1960-03-21,2022-05-24T11:24:44.000+00:00,2023-02-15T22:07:03.310+00:00,https://invertebase.org/portal/collections/individual/index.php?occid=3147966,http://creativecommons.org/publicdomain/zero/1.0/legalcode,FALSE,NA,"Walton, Munroe",NA,WGS84,Gastropoda,US,United States of America,NA,3147966,NA,NA,NA,Mollusk,2451522011,NA,94925a48-01f4-4a97-b577-d080a54d281f,7641,125581,DMNH,NA,NA,NA,ex Walton S-781,NA,NA,NA,NA,NA,NA,NA,Dry - 38,5500-5600 ft,NA,NA,Cochise County,"Garden Canyon, Huachuca Mountains",NA,NA,NA,b4ef45b3-f205-46cf-abc3-3fee350f89ba,Organism|Animalia|Mollusca|Gastropoda|Heterobranchia|Tectipleura|Euthyneura|Eupulmonata|Stylommatophora|Polygyridae|Ashmunella,NA,,NA,NA,NA,NA,NA,NA,NA,NA,NA,81,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,dab32777-ce41-4942-bbbc-98e102c8d17b,http://creativecommons.org/publicdomain/zero/1.0/,NA,NA,NA,NA,NA,NA,31.48256/-110.333863/NA
