name,longitude,latitude,issues,prov,key,scientificName,datasetKey,publishingOrgKey,installationKey,publishingCountry,protocol,lastCrawled,lastParsed,crawlId,hostingOrganizationKey,basisOfRecord,occurrenceStatus,taxonKey,kingdomKey,phylumKey,classKey,orderKey,familyKey,genusKey,speciesKey,acceptedTaxonKey,acceptedScientificName,kingdom,phylum,order,family,genus,species,genericName,specificEpithet,taxonRank,taxonomicStatus,iucnRedListCategory,dateIdentified,coordinateUncertaintyInMeters,continent,stateProvince,year,month,day,eventDate,modified,lastInterpreted,references,license,isInCluster,datasetName,recordedBy,identifiedBy,geodeticDatum,class,countryCode,country,rightsHolder,identifier,http://unknown.org/nick,informationWithheld,verbatimEventDate,collectionCode,gbifID,verbatimLocality,occurrenceID,taxonID,catalogNumber,institutionCode,eventTime,http://unknown.org/captive,identificationID,occurrenceRemarks,identificationRemarks,lifeStage,individualCount,otherCatalogNumbers,preparations,eventID,http://unknown.org/recordID,county,taxonRemarks,locationID,rights,ownerInstitutionCode,collectionID,higherClassification,sex,networkKeys,institutionKey,institutionID,dynamicProperties,identificationVerificationStatus,locationAccordingTo,locationRemarks,georeferencedDate,higherGeography,nomenclaturalCode,georeferencedBy,georeferenceVerificationStatus,endDayOfYear,locality,organismID,previousIdentifications,identificationQualifier,accessRights,establishmentMeans,collectionKey,recordNumber,language,type,startDayOfYear,bibliographicCitation,elevation,fieldNumber,eventRemarks,georeferenceProtocol,footprintWKT,georeferenceSources,verbatimCoordinateSystem,elevationAccuracy,http://unknown.org/language,georeferenceRemarks,organismQuantityType,datasetID,typeStatus,http://unknown.org/recordId,verbatimElevation,habitat,taxonConceptID,associatedSequences,location
"Rhyacotriton cascadae Good & Wake, 1992",-122.179714,45.54615,"cdc,cdround",gbif,1944402733,"Rhyacotriton cascadae Good & Wake, 1992",50c9509d-22c7-4a22-a47d-8c48425ef4a7,28eb1a3f-1c15-4a95-931a-4af90ecb574d,997448a8-f762-11e1-a439-00145eb45e9a,US,DWC_ARCHIVE,2023-03-28T11:22:53.478+00:00,2023-03-29T14:13:03.635+00:00,352,28eb1a3f-1c15-4a95-931a-4af90ecb574d,HUMAN_OBSERVATION,PRESENT,2431178,1,44,131,953,3104,2431175,2431178,2431178,"Rhyacotriton cascadae Good & Wake, 1992",Animalia,Chordata,Caudata,Rhyacotritonidae,Rhyacotriton,Rhyacotriton cascadae,Rhyacotriton,cascadae,SPECIES,ACCEPTED,NT,2018-11-12T21:46:29,27158,NORTH_AMERICA,Oregon,2016,8,5,2016-08-05,2021-04-06T05:03:34.000+00:00,2023-03-29T14:13:03.635+00:00,https://www.inaturalist.org/observations/18359248,http://creativecommons.org/licenses/by-nc/4.0/legalcode,FALSE,iNaturalist research-grade observations,Jake Scott,Jake Scott,WGS84,Amphibia,US,United States of America,Jake Scott,18359248,jakescott,Coordinate uncertainty increased to 27158m at the request of the observer,2016/08/05 6:05 PM EDT,Observations,1944402733,"Oregon, US",https://www.inaturalist.org/observations/18359248,27699,18359248,iNaturalist,18:05:00-04:00,wild,39474324,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,45.54615/-122.179714/2018-11-12T21:46:29
"Rhyacotriton cascadae Good & Wake, 1992",-121.915951,45.750646,"cdc,cdround",gbif,3124852661,"Rhyacotriton cascadae Good & Wake, 1992",50c9509d-22c7-4a22-a47d-8c48425ef4a7,28eb1a3f-1c15-4a95-931a-4af90ecb574d,997448a8-f762-11e1-a439-00145eb45e9a,US,DWC_ARCHIVE,2023-03-28T11:22:53.478+00:00,2023-03-29T14:20:24.829+00:00,352,28eb1a3f-1c15-4a95-931a-4af90ecb574d,HUMAN_OBSERVATION,PRESENT,2431178,1,44,131,953,3104,2431175,2431178,2431178,"Rhyacotriton cascadae Good & Wake, 1992",Animalia,Chordata,Caudata,Rhyacotritonidae,Rhyacotriton,Rhyacotriton cascadae,Rhyacotriton,cascadae,SPECIES,ACCEPTED,NT,2021-05-24T23:10:58,27126,NORTH_AMERICA,Oregon,2016,10,23,2016-10-23,2022-05-20T18:33:27.000+00:00,2023-03-29T14:20:24.829+00:00,https://www.inaturalist.org/observations/80174408,http://creativecommons.org/licenses/by-nc/4.0/legalcode,FALSE,iNaturalist research-grade observations,dariansantner,dariansantner,WGS84,Amphibia,US,United States of America,dariansantner,80174408,dariansantner,Coordinate uncertainty increased to 27126m at the request of the observer,10/23/2016,Observations,3124852661,"Oregon, US",https://www.inaturalist.org/observations/80174408,27699,80174408,iNaturalist,NA,wild,177544553,"5-6 other adults found under nearby rocks in the same seep, not vouchered.",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,45.750646/-121.915951/2021-05-24T23:10:58
"Rhyacotriton cascadae Good & Wake, 1992",-122.07606,45.599175,"cdc,cdround",gbif,1227764342,"Rhyacotriton cascadae Good & Wake, 1992",50c9509d-22c7-4a22-a47d-8c48425ef4a7,28eb1a3f-1c15-4a95-931a-4af90ecb574d,997448a8-f762-11e1-a439-00145eb45e9a,US,DWC_ARCHIVE,2023-03-28T11:22:53.478+00:00,2023-03-29T14:12:06.407+00:00,352,28eb1a3f-1c15-4a95-931a-4af90ecb574d,HUMAN_OBSERVATION,PRESENT,2431178,1,44,131,953,3104,2431175,2431178,2431178,"Rhyacotriton cascadae Good & Wake, 1992",Animalia,Chordata,Caudata,Rhyacotritonidae,Rhyacotriton,Rhyacotriton cascadae,Rhyacotriton,cascadae,SPECIES,ACCEPTED,NT,2015-12-29T00:42:07,27158,NORTH_AMERICA,Oregon,2015,12,28,2015-12-28,2021-04-06T04:57:11.000+00:00,2023-03-29T14:12:06.407+00:00,https://www.inaturalist.org/observations/2511253,http://creativecommons.org/licenses/by-nc/4.0/legalcode,FALSE,iNaturalist research-grade observations,James Maughn,James Maughn,WGS84,Amphibia,US,United States of America,James Maughn,2511253,jmaughn,Coordinate uncertainty increased to 27158m at the request of the observer,2015-12-28,Observations,1227764342,"Oregon, US",http://www.inaturalist.org/observations/2511253,27699,2511253,iNaturalist,NA,wild,4675854,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,45.599175/-122.07606/2015-12-29T00:42:07
"Rhyacotriton cascadae Good & Wake, 1992",-122.153954,45.158129,"cdc,cdround",gbif,4062846649,"Rhyacotriton cascadae Good & Wake, 1992",50c9509d-22c7-4a22-a47d-8c48425ef4a7,28eb1a3f-1c15-4a95-931a-4af90ecb574d,997448a8-f762-11e1-a439-00145eb45e9a,US,DWC_ARCHIVE,2023-03-28T11:22:53.478+00:00,2023-03-29T14:26:03.923+00:00,352,28eb1a3f-1c15-4a95-931a-4af90ecb574d,HUMAN_OBSERVATION,PRESENT,2431178,1,44,131,953,3104,2431175,2431178,2431178,"Rhyacotriton cascadae Good & Wake, 1992",Animalia,Chordata,Caudata,Rhyacotritonidae,Rhyacotriton,Rhyacotriton cascadae,Rhyacotriton,cascadae,SPECIES,ACCEPTED,NT,2023-03-08T04:40:28,27222,NORTH_AMERICA,Oregon,2014,1,10,2014-01-10,2023-03-08T17:34:06.000+00:00,2023-03-29T14:26:03.923+00:00,https://www.inaturalist.org/observations/150548920,http://creativecommons.org/licenses/by/4.0/legalcode,FALSE,iNaturalist research-grade observations,Matt D'Agrosa,Matt D'Agrosa,WGS84,Amphibia,US,United States of America,Matt D'Agrosa,150548920,mattyd112,Coordinate uncertainty increased to 27222m to protect threatened taxon,2014/01/10 2:30 PM,Observations,4062846649,"Clackamas County, US-OR, US",https://www.inaturalist.org/observations/150548920,27699,150548920,iNaturalist,14:30:00-08:00,wild,339477048,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,45.158129/-122.153954/2023-03-08T04:40:28
"Rhyacotriton cascadae Good & Wake, 1992",-122.105083,45.051189,"cdc,cdround",gbif,4062892627,"Rhyacotriton cascadae Good & Wake, 1992",50c9509d-22c7-4a22-a47d-8c48425ef4a7,28eb1a3f-1c15-4a95-931a-4af90ecb574d,997448a8-f762-11e1-a439-00145eb45e9a,US,DWC_ARCHIVE,2023-03-28T11:22:53.478+00:00,2023-03-29T14:26:03.169+00:00,352,28eb1a3f-1c15-4a95-931a-4af90ecb574d,HUMAN_OBSERVATION,PRESENT,2431178,1,44,131,953,3104,2431175,2431178,2431178,"Rhyacotriton cascadae Good & Wake, 1992",Animalia,Chordata,Caudata,Rhyacotritonidae,Rhyacotriton,Rhyacotriton cascadae,Rhyacotriton,cascadae,SPECIES,ACCEPTED,NT,2023-03-08T04:44:46,27222,NORTH_AMERICA,Oregon,2014,1,10,2014-01-10,2023-03-08T17:33:55.000+00:00,2023-03-29T14:26:03.169+00:00,https://www.inaturalist.org/observations/150549123,http://creativecommons.org/licenses/by/4.0/legalcode,FALSE,iNaturalist research-grade observations,Matt D'Agrosa,Matt D'Agrosa,WGS84,Amphibia,US,United States of America,Matt D'Agrosa,150549123,mattyd112,Coordinate uncertainty increased to 27222m to protect threatened taxon,2014/01/10 2:42 PM,Observations,4062892627,"Clackamas County, US-OR, US",https://www.inaturalist.org/observations/150549123,27699,150549123,iNaturalist,14:42:00-08:00,wild,339477696,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,45.051189/-122.105083/2023-03-08T04:44:46
"Rhyacotriton cascadae Good & Wake, 1992",-122.05591,45.189504,"cdc,cdround",gbif,4063097666,"Rhyacotriton cascadae Good & Wake, 1992",50c9509d-22c7-4a22-a47d-8c48425ef4a7,28eb1a3f-1c15-4a95-931a-4af90ecb574d,997448a8-f762-11e1-a439-00145eb45e9a,US,DWC_ARCHIVE,2023-03-28T11:22:53.478+00:00,2023-03-29T14:11:20.639+00:00,352,28eb1a3f-1c15-4a95-931a-4af90ecb574d,HUMAN_OBSERVATION,PRESENT,2431178,1,44,131,953,3104,2431175,2431178,2431178,"Rhyacotriton cascadae Good & Wake, 1992",Animalia,Chordata,Caudata,Rhyacotritonidae,Rhyacotriton,Rhyacotriton cascadae,Rhyacotriton,cascadae,SPECIES,ACCEPTED,NT,2023-03-08T04:46:32,27222,NORTH_AMERICA,Oregon,2014,1,10,2014-01-10,2023-03-08T17:33:35.000+00:00,2023-03-29T14:11:20.639+00:00,https://www.inaturalist.org/observations/150549194,http://creativecommons.org/licenses/by/4.0/legalcode,FALSE,iNaturalist research-grade observations,Matt D'Agrosa,Matt D'Agrosa,WGS84,Amphibia,US,United States of America,Matt D'Agrosa,150549194,mattyd112,Coordinate uncertainty increased to 27222m to protect threatened taxon,2014/01/10 2:45 PM,Observations,4063097666,"Clackamas County, US-OR, US",https://www.inaturalist.org/observations/150549194,27699,150549194,iNaturalist,14:45:00-08:00,wild,339477951,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,45.189504/-122.05591/2023-03-08T04:46:32
"Rhyacotriton cascadae Good & Wake, 1992",-122.167171,45.106429,"cdc,cdround",gbif,4062693644,"Rhyacotriton cascadae Good & Wake, 1992",50c9509d-22c7-4a22-a47d-8c48425ef4a7,28eb1a3f-1c15-4a95-931a-4af90ecb574d,997448a8-f762-11e1-a439-00145eb45e9a,US,DWC_ARCHIVE,2023-03-28T11:22:53.478+00:00,2023-03-29T14:11:13.315+00:00,352,28eb1a3f-1c15-4a95-931a-4af90ecb574d,HUMAN_OBSERVATION,PRESENT,2431178,1,44,131,953,3104,2431175,2431178,2431178,"Rhyacotriton cascadae Good & Wake, 1992",Animalia,Chordata,Caudata,Rhyacotritonidae,Rhyacotriton,Rhyacotriton cascadae,Rhyacotriton,cascadae,SPECIES,ACCEPTED,NT,2023-03-08T04:48:28,27222,NORTH_AMERICA,Oregon,2014,1,10,2014-01-10,2023-03-08T17:33:29.000+00:00,2023-03-29T14:11:13.315+00:00,https://www.inaturalist.org/observations/150549266,http://creativecommons.org/licenses/by/4.0/legalcode,FALSE,iNaturalist research-grade observations,Matt D'Agrosa,Matt D'Agrosa,WGS84,Amphibia,US,United States of America,Matt D'Agrosa,150549266,mattyd112,Coordinate uncertainty increased to 27222m to protect threatened taxon,2014/01/10 2:46 PM,Observations,4062693644,"Clackamas County, US-OR, US",https://www.inaturalist.org/observations/150549266,27699,150549266,iNaturalist,14:46:00-08:00,wild,339478223,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,45.106429/-122.167171/2023-03-08T04:48:28
"Rhyacotriton cascadae Good & Wake, 1992",-122.005769,45.196644,"cdc,cdround",gbif,4062550626,"Rhyacotriton cascadae Good & Wake, 1992",50c9509d-22c7-4a22-a47d-8c48425ef4a7,28eb1a3f-1c15-4a95-931a-4af90ecb574d,997448a8-f762-11e1-a439-00145eb45e9a,US,DWC_ARCHIVE,2023-03-28T11:22:53.478+00:00,2023-03-29T14:11:21.021+00:00,352,28eb1a3f-1c15-4a95-931a-4af90ecb574d,HUMAN_OBSERVATION,PRESENT,2431178,1,44,131,953,3104,2431175,2431178,2431178,"Rhyacotriton cascadae Good & Wake, 1992",Animalia,Chordata,Caudata,Rhyacotritonidae,Rhyacotriton,Rhyacotriton cascadae,Rhyacotriton,cascadae,SPECIES,ACCEPTED,NT,2023-03-08T04:50:12,27222,NORTH_AMERICA,Oregon,2014,1,10,2014-01-10,2023-03-08T17:33:07.000+00:00,2023-03-29T14:11:21.021+00:00,https://www.inaturalist.org/observations/150549358,http://creativecommons.org/licenses/by/4.0/legalcode,FALSE,iNaturalist research-grade observations,Matt D'Agrosa,Matt D'Agrosa,WGS84,Amphibia,US,United States of America,Matt D'Agrosa,150549358,mattyd112,Coordinate uncertainty increased to 27222m to protect threatened taxon,2014/01/10 2:49 PM,Observations,4062550626,"Clackamas County, US-OR, US",https://www.inaturalist.org/observations/150549358,27699,150549358,iNaturalist,14:49:00-08:00,wild,339478480,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,45.196644/-122.005769/2023-03-08T04:50:12
"Rhyacotriton cascadae Good & Wake, 1992",-122.369197,45.43209,"cdc,cdround",gbif,4062838672,"Rhyacotriton cascadae Good & Wake, 1992",50c9509d-22c7-4a22-a47d-8c48425ef4a7,28eb1a3f-1c15-4a95-931a-4af90ecb574d,997448a8-f762-11e1-a439-00145eb45e9a,US,DWC_ARCHIVE,2023-03-28T11:22:53.478+00:00,2023-03-29T14:11:24.839+00:00,352,28eb1a3f-1c15-4a95-931a-4af90ecb574d,HUMAN_OBSERVATION,PRESENT,2431178,1,44,131,953,3104,2431175,2431178,2431178,"Rhyacotriton cascadae Good & Wake, 1992",Animalia,Chordata,Caudata,Rhyacotritonidae,Rhyacotriton,Rhyacotriton cascadae,Rhyacotriton,cascadae,SPECIES,ACCEPTED,NT,2023-03-08T05:34:32,27158,NORTH_AMERICA,Washington,2014,1,17,2014-01-17,2023-03-08T17:37:27.000+00:00,2023-03-29T14:11:24.839+00:00,https://www.inaturalist.org/observations/150551393,http://creativecommons.org/licenses/by/4.0/legalcode,FALSE,iNaturalist research-grade observations,Matt D'Agrosa,Matt D'Agrosa,WGS84,Amphibia,US,United States of America,Matt D'Agrosa,150551393,mattyd112,Coordinate uncertainty increased to 27158m to protect threatened taxon,2014/01/17 2:33 PM,Observations,4062838672,United States,https://www.inaturalist.org/observations/150551393,27699,150551393,iNaturalist,14:33:00-08:00,wild,339484091,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,45.43209/-122.369197/2023-03-08T05:34:32
"Rhyacotriton cascadae Good & Wake, 1992",-122.206836,45.428361,"cdc,cdround",gbif,4062582668,"Rhyacotriton cascadae Good & Wake, 1992",50c9509d-22c7-4a22-a47d-8c48425ef4a7,28eb1a3f-1c15-4a95-931a-4af90ecb574d,997448a8-f762-11e1-a439-00145eb45e9a,US,DWC_ARCHIVE,2023-03-28T11:22:53.478+00:00,2023-03-29T14:11:23.398+00:00,352,28eb1a3f-1c15-4a95-931a-4af90ecb574d,HUMAN_OBSERVATION,PRESENT,2431178,1,44,131,953,3104,2431175,2431178,2431178,"Rhyacotriton cascadae Good & Wake, 1992",Animalia,Chordata,Caudata,Rhyacotritonidae,Rhyacotriton,Rhyacotriton cascadae,Rhyacotriton,cascadae,SPECIES,ACCEPTED,NT,2023-03-08T05:47:00,27158,NORTH_AMERICA,Oregon,2014,1,25,2014-01-25,2023-03-08T17:32:54.000+00:00,2023-03-29T14:11:23.398+00:00,https://www.inaturalist.org/observations/150551852,http://creativecommons.org/licenses/by/4.0/legalcode,FALSE,iNaturalist research-grade observations,Matt D'Agrosa,Matt D'Agrosa,WGS84,Amphibia,US,United States of America,Matt D'Agrosa,150551852,mattyd112,Coordinate uncertainty increased to 27158m to protect threatened taxon,2014/01/25 1:45 PM,Observations,4062582668,"Oregon, US",https://www.inaturalist.org/observations/150551852,27699,150551852,iNaturalist,13:45:00-08:00,wild,339485405,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,45.428361/-122.206836/2023-03-08T05:47:00
"Rhyacotriton cascadae Good & Wake, 1992",-122.716693,44.592021,"cdc,cdround",gbif,4062750651,"Rhyacotriton cascadae Good & Wake, 1992",50c9509d-22c7-4a22-a47d-8c48425ef4a7,28eb1a3f-1c15-4a95-931a-4af90ecb574d,997448a8-f762-11e1-a439-00145eb45e9a,US,DWC_ARCHIVE,2023-03-28T11:22:53.478+00:00,2023-03-29T14:11:28.923+00:00,352,28eb1a3f-1c15-4a95-931a-4af90ecb574d,HUMAN_OBSERVATION,PRESENT,2431178,1,44,131,953,3104,2431175,2431178,2431178,"Rhyacotriton cascadae Good & Wake, 1992",Animalia,Chordata,Caudata,Rhyacotritonidae,Rhyacotriton,Rhyacotriton cascadae,Rhyacotriton,cascadae,SPECIES,ACCEPTED,NT,2023-03-08T07:47:00,27317,NORTH_AMERICA,Oregon,2014,1,30,2014-01-30,2023-03-08T17:31:30.000+00:00,2023-03-29T14:11:28.923+00:00,https://www.inaturalist.org/observations/150556481,http://creativecommons.org/licenses/by/4.0/legalcode,FALSE,iNaturalist research-grade observations,Matt D'Agrosa,Matt D'Agrosa,WGS84,Amphibia,US,United States of America,Matt D'Agrosa,150556481,mattyd112,Coordinate uncertainty increased to 27317m to protect threatened taxon,2014/01/30 1:44 PM,Observations,4062750651,"Linn County, US-OR, US",https://www.inaturalist.org/observations/150556481,27699,150556481,iNaturalist,13:44:00-08:00,wild,339522313,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,44.592021/-122.716693/2023-03-08T07:47:00
"Rhyacotriton cascadae Good & Wake, 1992",-122.725735,44.561485,"cdc,cdround",gbif,4062626657,"Rhyacotriton cascadae Good & Wake, 1992",50c9509d-22c7-4a22-a47d-8c48425ef4a7,28eb1a3f-1c15-4a95-931a-4af90ecb574d,997448a8-f762-11e1-a439-00145eb45e9a,US,DWC_ARCHIVE,2023-03-28T11:22:53.478+00:00,2023-03-29T14:26:12.291+00:00,352,28eb1a3f-1c15-4a95-931a-4af90ecb574d,HUMAN_OBSERVATION,PRESENT,2431178,1,44,131,953,3104,2431175,2431178,2431178,"Rhyacotriton cascadae Good & Wake, 1992",Animalia,Chordata,Caudata,Rhyacotritonidae,Rhyacotriton,Rhyacotriton cascadae,Rhyacotriton,cascadae,SPECIES,ACCEPTED,NT,2023-03-08T07:48:43,27317,NORTH_AMERICA,Oregon,2014,1,30,2014-01-30,2023-03-08T17:31:21.000+00:00,2023-03-29T14:26:12.291+00:00,https://www.inaturalist.org/observations/150556556,http://creativecommons.org/licenses/by/4.0/legalcode,FALSE,iNaturalist research-grade observations,Matt D'Agrosa,Matt D'Agrosa,WGS84,Amphibia,US,United States of America,Matt D'Agrosa,150556556,mattyd112,Coordinate uncertainty increased to 27317m to protect threatened taxon,2014/01/30 1:47 PM,Observations,4062626657,"Linn County, US-OR, US",https://www.inaturalist.org/observations/150556556,27699,150556556,iNaturalist,13:47:00-08:00,wild,339522951,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,44.561485/-122.725735/2023-03-08T07:48:43
"Rhyacotriton cascadae Good & Wake, 1992",-122.706145,44.574453,"cdc,cdround",gbif,4062765663,"Rhyacotriton cascadae Good & Wake, 1992",50c9509d-22c7-4a22-a47d-8c48425ef4a7,28eb1a3f-1c15-4a95-931a-4af90ecb574d,997448a8-f762-11e1-a439-00145eb45e9a,US,DWC_ARCHIVE,2023-03-28T11:22:53.478+00:00,2023-03-29T14:11:18.363+00:00,352,28eb1a3f-1c15-4a95-931a-4af90ecb574d,HUMAN_OBSERVATION,PRESENT,2431178,1,44,131,953,3104,2431175,2431178,2431178,"Rhyacotriton cascadae Good & Wake, 1992",Animalia,Chordata,Caudata,Rhyacotritonidae,Rhyacotriton,Rhyacotriton cascadae,Rhyacotriton,cascadae,SPECIES,ACCEPTED,NT,2023-03-08T07:50:15,27317,NORTH_AMERICA,Oregon,2014,1,30,2014-01-30,2023-03-08T17:31:09.000+00:00,2023-03-29T14:11:18.363+00:00,https://www.inaturalist.org/observations/150556592,http://creativecommons.org/licenses/by/4.0/legalcode,FALSE,iNaturalist research-grade observations,Matt D'Agrosa,Matt D'Agrosa,WGS84,Amphibia,US,United States of America,Matt D'Agrosa,150556592,mattyd112,Coordinate uncertainty increased to 27317m to protect threatened taxon,2014/01/30 1:49 PM,Observations,4062765663,"Linn County, US-OR, US",https://www.inaturalist.org/observations/150556592,27699,150556592,iNaturalist,13:49:00-08:00,wild,339523583,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,44.574453/-122.706145/2023-03-08T07:50:15
"Rhyacotriton cascadae Good & Wake, 1992",-122.736877,44.504817,"cdc,cdround",gbif,4062843640,"Rhyacotriton cascadae Good & Wake, 1992",50c9509d-22c7-4a22-a47d-8c48425ef4a7,28eb1a3f-1c15-4a95-931a-4af90ecb574d,997448a8-f762-11e1-a439-00145eb45e9a,US,DWC_ARCHIVE,2023-03-28T11:22:53.478+00:00,2023-03-29T14:26:01.436+00:00,352,28eb1a3f-1c15-4a95-931a-4af90ecb574d,HUMAN_OBSERVATION,PRESENT,2431178,1,44,131,953,3104,2431175,2431178,2431178,"Rhyacotriton cascadae Good & Wake, 1992",Animalia,Chordata,Caudata,Rhyacotritonidae,Rhyacotriton,Rhyacotriton cascadae,Rhyacotriton,cascadae,SPECIES,ACCEPTED,NT,2023-03-08T07:55:07,27317,NORTH_AMERICA,Oregon,2014,1,30,2014-01-30,2023-03-08T17:35:15.000+00:00,2023-03-29T14:26:01.436+00:00,https://www.inaturalist.org/observations/150556748,http://creativecommons.org/licenses/by/4.0/legalcode,FALSE,iNaturalist research-grade observations,Matt D'Agrosa,Matt D'Agrosa,WGS84,Amphibia,US,United States of America,Matt D'Agrosa,150556748,mattyd112,Coordinate uncertainty increased to 27317m to protect threatened taxon,2014/01/30 2:54 PM,Observations,4062843640,"Linn County, US-OR, US",https://www.inaturalist.org/observations/150556748,27699,150556748,iNaturalist,14:54:00-08:00,wild,339524923,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,44.504817/-122.736877/2023-03-08T07:55:07
