name,longitude,latitude,issues,prov,key,scientificName,datasetKey,publishingOrgKey,installationKey,publishingCountry,protocol,lastCrawled,lastParsed,crawlId,hostingOrganizationKey,basisOfRecord,occurrenceStatus,lifeStage,taxonKey,kingdomKey,phylumKey,classKey,orderKey,familyKey,genusKey,speciesKey,acceptedTaxonKey,acceptedScientificName,kingdom,phylum,order,family,genus,species,genericName,specificEpithet,taxonRank,taxonomicStatus,iucnRedListCategory,dateIdentified,coordinateUncertaintyInMeters,continent,stateProvince,year,month,day,eventDate,modified,lastInterpreted,references,license,isInCluster,datasetName,recordedBy,identifiedBy,geodeticDatum,class,countryCode,country,rightsHolder,identifier,http://unknown.org/nick,informationWithheld,verbatimEventDate,collectionCode,gbifID,verbatimLocality,occurrenceID,taxonID,catalogNumber,institutionCode,eventTime,http://unknown.org/captive,identificationID,occurrenceRemarks,identificationRemarks,infraspecificEpithet,networkKeys,sex,elevation,elevationAccuracy,institutionKey,collectionKey,otherCatalogNumbers,preparations,samplingProtocol,institutionID,dynamicProperties,county,identificationVerificationStatus,locationAccordingTo,georeferencedDate,higherGeography,nomenclaturalCode,georeferencedBy,georeferenceProtocol,georeferenceVerificationStatus,endDayOfYear,footprintWKT,verbatimCoordinateSystem,locality,organismID,previousIdentifications,identificationQualifier,accessRights,collectionID,higherClassification,georeferenceSources,eventRemarks,fieldNumber,associatedSequences,habitat,identificationReferences,recordNumber,http://unknown.org/language,taxonConceptID,verbatimIdentification,locationRemarks,associatedOccurrences,establishmentMeans,language,type,vernacularName,bibliographicCitation,individualCount,waterBody,island,disposition,startDayOfYear,georeferenceRemarks,datasetID,ownerInstitutionCode,locationID,verbatimElevation,materialSampleID,higherGeographyID,typeStatus,islandGroup,geologicalContextID,latestEraOrHighestErathem,latestEonOrHighestEonothem,latestPeriodOrHighestSystem,earliestEonOrLowestEonothem,earliestEraOrLowestErathem,earliestEpochOrLowestSeries,earliestPeriodOrLowestSystem,latestEpochOrHighestSeries,taxonRemarks,location
"Martes caurina (Merriam, 1890)",-123.093017,49.950803,"cdc,cdround",gbif,3031673938,"Martes caurina (Merriam, 1890)",50c9509d-22c7-4a22-a47d-8c48425ef4a7,28eb1a3f-1c15-4a95-931a-4af90ecb574d,997448a8-f762-11e1-a439-00145eb45e9a,CA,DWC_ARCHIVE,2023-04-18T14:51:01.646+00:00,2023-04-19T13:14:13.982+00:00,358,28eb1a3f-1c15-4a95-931a-4af90ecb574d,HUMAN_OBSERVATION,PRESENT,NA,5847373,1,44,359,732,5307,2433765,5847373,5847373,"Martes caurina (Merriam, 1890)",Animalia,Chordata,Carnivora,Mustelidae,Martes,Martes caurina,Martes,caurina,SPECIES,ACCEPTED,LC,2021-07-20T21:07:54,34,NORTH_AMERICA,British Columbia,2020,9,17,2020-09-17,2021-07-20T21:14:47.000+00:00,2023-04-19T13:14:13.982+00:00,https://www.inaturalist.org/observations/59931208,http://creativecommons.org/licenses/by-nc/4.0/legalcode,FALSE,iNaturalist research-grade observations,pseudocanuck,Ken Allison,WGS84,Mammalia,CA,Canada,pseudocanuck,59931208,pseudocanuck,NA,Thu Sep 17 2020 11:43:44 GMT-0700 (PDT),Observations,3031673938,"Garibaldi Provincial Park, BC, CA",https://www.inaturalist.org/observations/59931208,453111,59931208,iNaturalist,11:43:44-07:00,wild,192766536,NA,NA,NA,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,49.950803/-123.093017/2021-07-20T21:07:54
Martes caurina caurina,-105.603216,40.0872,"cdc,cdround",gbif,2873790602,Martes caurina caurina,50c9509d-22c7-4a22-a47d-8c48425ef4a7,28eb1a3f-1c15-4a95-931a-4af90ecb574d,997448a8-f762-11e1-a439-00145eb45e9a,US,DWC_ARCHIVE,2023-04-18T14:51:01.646+00:00,2023-04-19T13:09:50.328+00:00,358,28eb1a3f-1c15-4a95-931a-4af90ecb574d,HUMAN_OBSERVATION,PRESENT,NA,8927531,1,44,359,732,5307,2433765,5847373,5847373,"Martes caurina (Merriam, 1890)",Animalia,Chordata,Carnivora,Mustelidae,Martes,Martes caurina,Martes,caurina,SUBSPECIES,SYNONYM,NA,NA,207,NORTH_AMERICA,Colorado,2020,9,24,2020-09-24,2021-07-24T21:29:54.000+00:00,2023-04-19T13:09:50.328+00:00,https://www.inaturalist.org/observations/60867695,http://creativecommons.org/licenses/by-nc/4.0/legalcode,FALSE,iNaturalist research-grade observations,leif999,NA,WGS84,Mammalia,US,United States of America,leif999,60867695,leif999,NA,2020/09/24 6:57 PM MDT,Observations,2873790602,"Boulder County, CO, USA",https://www.inaturalist.org/observations/60867695,1265122,60867695,iNaturalist,18:57:00-06:00,wild,NA,"A couple hundred yards north of the Blue Lake Trail. Foraged around rocks for several minutes, then disappeared into trees to the north. Then, reappeared running across trail (toward south) a few minutes later.",NA,caurina,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,40.0872/-105.603216/NA
"Martes caurina (Merriam, 1890)",-114.428353,43.746883,"cdc,cdround",gbif,2901809116,"Martes caurina (Merriam, 1890)",50c9509d-22c7-4a22-a47d-8c48425ef4a7,28eb1a3f-1c15-4a95-931a-4af90ecb574d,997448a8-f762-11e1-a439-00145eb45e9a,US,DWC_ARCHIVE,2023-04-18T14:51:01.646+00:00,2023-04-19T13:15:21.651+00:00,358,28eb1a3f-1c15-4a95-931a-4af90ecb574d,HUMAN_OBSERVATION,PRESENT,NA,5847373,1,44,359,732,5307,2433765,5847373,5847373,"Martes caurina (Merriam, 1890)",Animalia,Chordata,Carnivora,Mustelidae,Martes,Martes caurina,Martes,caurina,SPECIES,ACCEPTED,LC,2021-07-20T21:08:43,18573,NORTH_AMERICA,Idaho,2020,9,28,2020-09-28,2021-07-20T21:14:49.000+00:00,2023-04-19T13:15:21.651+00:00,https://www.inaturalist.org/observations/63089810,http://creativecommons.org/licenses/by-nc/4.0/legalcode,FALSE,iNaturalist research-grade observations,taeda,taeda,WGS84,Mammalia,US,United States of America,taeda,63089810,taeda,NA,Mon Sep 28 2020 18:06:12 GMT-0600 (MDT),Observations,2901809116,"Sawtooth National Forest, Ketchum, ID, US",https://www.inaturalist.org/observations/63089810,453111,63089810,iNaturalist,18:06:12-06:00,wild,192766839,NA,NA,NA,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,43.746883/-114.428353/2021-07-20T21:08:43
"Martes caurina (Merriam, 1890)",-110.198235,44.899268,"cdc,cdround",gbif,3044891470,"Martes caurina (Merriam, 1890)",50c9509d-22c7-4a22-a47d-8c48425ef4a7,28eb1a3f-1c15-4a95-931a-4af90ecb574d,997448a8-f762-11e1-a439-00145eb45e9a,US,DWC_ARCHIVE,2023-04-18T14:51:01.646+00:00,2023-04-19T13:21:08.449+00:00,358,28eb1a3f-1c15-4a95-931a-4af90ecb574d,HUMAN_OBSERVATION,PRESENT,NA,5847373,1,44,359,732,5307,2433765,5847373,5847373,"Martes caurina (Merriam, 1890)",Animalia,Chordata,Carnivora,Mustelidae,Martes,Martes caurina,Martes,caurina,SPECIES,ACCEPTED,LC,2021-07-20T21:12:15,27253,NORTH_AMERICA,Wyoming,2020,9,19,2020-09-19,2021-07-20T21:15:02.000+00:00,2023-04-19T13:21:08.449+00:00,https://www.inaturalist.org/observations/69754371,http://creativecommons.org/licenses/by-nc/4.0/legalcode,FALSE,iNaturalist research-grade observations,jmarcinik,jmarcinik,WGS84,Mammalia,US,United States of America,jmarcinik,69754371,jmarcinik,Coordinate uncertainty increased to 27253m to protect threatened taxon,2020-09-19 12:15:37 PM EDT,Observations,3044891470,"Yellowstone National Park, US",https://www.inaturalist.org/observations/69754371,453111,69754371,iNaturalist,12:15:37-04:00,wild,192768098,NA,NA,NA,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,44.899268/-110.198235/2021-07-20T21:12:15
"Martes caurina (Merriam, 1890)",-110.855872,44.283524,"cdc,cdround",gbif,3985941117,"Martes caurina (Merriam, 1890)",50c9509d-22c7-4a22-a47d-8c48425ef4a7,28eb1a3f-1c15-4a95-931a-4af90ecb574d,997448a8-f762-11e1-a439-00145eb45e9a,US,DWC_ARCHIVE,2023-04-18T14:51:01.646+00:00,2023-04-19T13:26:00.454+00:00,358,28eb1a3f-1c15-4a95-931a-4af90ecb574d,HUMAN_OBSERVATION,PRESENT,NA,5847373,1,44,359,732,5307,2433765,5847373,5847373,"Martes caurina (Merriam, 1890)",Animalia,Chordata,Carnivora,Mustelidae,Martes,Martes caurina,Martes,caurina,SPECIES,ACCEPTED,LC,2022-11-27T11:55:36,27348,NORTH_AMERICA,Wyoming,2020,10,15,2020-10-15,2023-02-23T04:31:39.000+00:00,2023-04-19T13:26:00.454+00:00,https://www.inaturalist.org/observations/143024429,http://creativecommons.org/licenses/by-nc/4.0/legalcode,FALSE,iNaturalist research-grade observations,saydragalloway,Luca Berardi,WGS84,Mammalia,US,United States of America,saydragalloway,143024429,saydragalloway,Coordinate uncertainty increased to 27348m to protect threatened taxon,2020-10-15 14:34:42-06:00,Observations,3985941117,"Yellowstone National Park, US",https://www.inaturalist.org/observations/143024429,453111,143024429,iNaturalist,14:34:42-06:00,wild,316530300,NA,NA,NA,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,44.283524/-110.855872/2022-11-27T11:55:36
"Martes caurina (Merriam, 1890)",-119.744933,38.561361,"cdc,cdround",gbif,2883150691,"Martes caurina (Merriam, 1890)",50c9509d-22c7-4a22-a47d-8c48425ef4a7,28eb1a3f-1c15-4a95-931a-4af90ecb574d,997448a8-f762-11e1-a439-00145eb45e9a,US,DWC_ARCHIVE,2023-04-18T14:51:01.646+00:00,2023-04-19T13:13:40.201+00:00,358,28eb1a3f-1c15-4a95-931a-4af90ecb574d,HUMAN_OBSERVATION,PRESENT,NA,5847373,1,44,359,732,5307,2433765,5847373,5847373,"Martes caurina (Merriam, 1890)",Animalia,Chordata,Carnivora,Mustelidae,Martes,Martes caurina,Martes,caurina,SPECIES,ACCEPTED,LC,2021-07-20T21:08:06,28240,NORTH_AMERICA,California,2020,10,1,2020-10-01,2021-07-20T21:09:28.000+00:00,2023-04-19T13:13:40.201+00:00,https://www.inaturalist.org/observations/61442709,http://creativecommons.org/licenses/by-nc/4.0/legalcode,FALSE,iNaturalist research-grade observations,whipplem,whipplem,WGS84,Mammalia,US,United States of America,whipplem,61442709,whipplem,Coordinate uncertainty increased to 28240m to protect threatened taxon,Thu Oct 01 2020 12:36:33 GMT-0700 (PDT),Observations,2883150691,"Toiyabe National Forest, US-CA, US",https://www.inaturalist.org/observations/61442709,453111,61442709,iNaturalist,12:36:33-07:00,wild,192766621,NA,NA,NA,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,38.561361/-119.744933/2021-07-20T21:08:06
"Martes caurina (Merriam, 1890)",-121.357904,51.780733,"cdc,cdround",gbif,2883218739,"Martes caurina (Merriam, 1890)",50c9509d-22c7-4a22-a47d-8c48425ef4a7,28eb1a3f-1c15-4a95-931a-4af90ecb574d,997448a8-f762-11e1-a439-00145eb45e9a,CA,DWC_ARCHIVE,2023-04-18T14:51:01.646+00:00,2023-04-19T13:21:29.046+00:00,358,28eb1a3f-1c15-4a95-931a-4af90ecb574d,HUMAN_OBSERVATION,PRESENT,NA,5847373,1,44,359,732,5307,2433765,5847373,5847373,"Martes caurina (Merriam, 1890)",Animalia,Chordata,Carnivora,Mustelidae,Martes,Martes caurina,Martes,caurina,SPECIES,ACCEPTED,LC,2021-07-20T21:08:16,59501,NORTH_AMERICA,British Columbia,2020,10,7,2020-10-07,2021-07-20T21:10:37.000+00:00,2023-04-19T13:21:29.046+00:00,https://www.inaturalist.org/observations/61982436,http://creativecommons.org/licenses/by-nc/4.0/legalcode,FALSE,iNaturalist research-grade observations,laurenbock,C Hewitt,WGS84,Mammalia,CA,Canada,laurenbock,61982436,laurenbock,NA,Wed Oct 07 2020 14:32:48 GMT-0700 (PDT),Observations,2883218739,"Cariboo G, BC, CA",https://www.inaturalist.org/observations/61982436,453111,61982436,iNaturalist,14:32:48-07:00,wild,192766676,NA,NA,NA,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,51.780733/-121.357904/2021-07-20T21:08:16
"Martes caurina (Merriam, 1890)",-121.352578,51.742504,"cdc,cdround",gbif,2883055156,"Martes caurina (Merriam, 1890)",50c9509d-22c7-4a22-a47d-8c48425ef4a7,28eb1a3f-1c15-4a95-931a-4af90ecb574d,997448a8-f762-11e1-a439-00145eb45e9a,CA,DWC_ARCHIVE,2023-04-18T14:51:01.646+00:00,2023-04-19T13:20:36.896+00:00,358,28eb1a3f-1c15-4a95-931a-4af90ecb574d,HUMAN_OBSERVATION,PRESENT,NA,5847373,1,44,359,732,5307,2433765,5847373,5847373,"Martes caurina (Merriam, 1890)",Animalia,Chordata,Carnivora,Mustelidae,Martes,Martes caurina,Martes,caurina,SPECIES,ACCEPTED,LC,2021-07-20T21:08:12,20185,NORTH_AMERICA,British Columbia,2020,10,7,2020-10-07,2021-07-20T21:09:30.000+00:00,2023-04-19T13:20:36.896+00:00,https://www.inaturalist.org/observations/61982549,http://creativecommons.org/licenses/by-nc/4.0/legalcode,FALSE,iNaturalist research-grade observations,laurenbock,C Hewitt,WGS84,Mammalia,CA,Canada,laurenbock,61982549,laurenbock,NA,Wed Oct 07 2020 14:32:40 GMT-0700 (PDT),Observations,2883055156,"108 Mile Lake, Cariboo G, BC, CA",https://www.inaturalist.org/observations/61982549,453111,61982549,iNaturalist,14:32:40-07:00,wild,192766659,NA,NA,NA,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,51.742504/-121.352578/2021-07-20T21:08:12
"Martes caurina (Merriam, 1890)",-114.175482,46.57934,"cdc,cdround",gbif,2882943197,"Martes caurina (Merriam, 1890)",50c9509d-22c7-4a22-a47d-8c48425ef4a7,28eb1a3f-1c15-4a95-931a-4af90ecb574d,997448a8-f762-11e1-a439-00145eb45e9a,US,DWC_ARCHIVE,2023-04-18T14:51:01.646+00:00,2023-04-19T13:14:22.735+00:00,358,28eb1a3f-1c15-4a95-931a-4af90ecb574d,HUMAN_OBSERVATION,PRESENT,NA,5847373,1,44,359,732,5307,2433765,5847373,5847373,"Martes caurina (Merriam, 1890)",Animalia,Chordata,Carnivora,Mustelidae,Martes,Martes caurina,Martes,caurina,SPECIES,ACCEPTED,LC,2021-07-20T21:08:18,1430,NORTH_AMERICA,Montana,2020,10,6,2020-10-06,2022-09-02T18:52:51.000+00:00,2023-04-19T13:14:22.735+00:00,https://www.inaturalist.org/observations/62034309,http://creativecommons.org/licenses/by-nc/4.0/legalcode,FALSE,iNaturalist research-grade observations,kdhiker,kdhiker,WGS84,Mammalia,US,United States of America,kdhiker,62034309,kdhiker,NA,2020/10/06 12:51 PM MDT,Observations,2882943197,"Ravalli County, MT, USA",https://www.inaturalist.org/observations/62034309,453111,62034309,iNaturalist,12:51:00-06:00,wild,192766690,Bass Creek Trail,NA,NA,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,46.57934/-114.175482/2021-07-20T21:08:18
Martes caurina caurina,-106.622524,39.033136,"cdc,cdround",gbif,2898522944,Martes caurina caurina,50c9509d-22c7-4a22-a47d-8c48425ef4a7,28eb1a3f-1c15-4a95-931a-4af90ecb574d,997448a8-f762-11e1-a439-00145eb45e9a,US,DWC_ARCHIVE,2023-04-18T14:51:01.646+00:00,2023-04-19T13:20:31.493+00:00,358,28eb1a3f-1c15-4a95-931a-4af90ecb574d,HUMAN_OBSERVATION,PRESENT,NA,8927531,1,44,359,732,5307,2433765,5847373,5847373,"Martes caurina (Merriam, 1890)",Animalia,Chordata,Carnivora,Mustelidae,Martes,Martes caurina,Martes,caurina,SUBSPECIES,SYNONYM,NA,2021-07-20T20:53:15,28151,NORTH_AMERICA,Colorado,2020,10,12,2020-10-12,2021-07-24T21:29:51.000+00:00,2023-04-19T13:20:31.493+00:00,https://www.inaturalist.org/observations/62405360,http://creativecommons.org/licenses/by-nc/4.0/legalcode,FALSE,iNaturalist research-grade observations,nikonglass,James N. Stuart,WGS84,Mammalia,US,United States of America,nikonglass,62405360,nikonglass,Coordinate uncertainty increased to 28151m at the request of the observer,Mon Oct 12 2020 11:55:02 GMT-0400 (EDT),Observations,2898522944,"Colorado, US",https://www.inaturalist.org/observations/62405360,1265122,62405360,iNaturalist,11:55:02-04:00,wild,192761037,NA,NA,caurina,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,39.033136/-106.622524/2021-07-20T20:53:15
"Martes caurina (Merriam, 1890)",-106.372213,37.121217,"cdc,cdround",gbif,2901589793,"Martes caurina (Merriam, 1890)",50c9509d-22c7-4a22-a47d-8c48425ef4a7,28eb1a3f-1c15-4a95-931a-4af90ecb574d,997448a8-f762-11e1-a439-00145eb45e9a,US,DWC_ARCHIVE,2023-04-18T14:51:01.646+00:00,2023-04-19T13:20:40.719+00:00,358,28eb1a3f-1c15-4a95-931a-4af90ecb574d,HUMAN_OBSERVATION,PRESENT,NA,5847373,1,44,359,732,5307,2433765,5847373,5847373,"Martes caurina (Merriam, 1890)",Animalia,Chordata,Carnivora,Mustelidae,Martes,Martes caurina,Martes,caurina,SPECIES,ACCEPTED,LC,2021-07-20T21:08:34,NA,NORTH_AMERICA,Colorado,2020,10,17,2020-10-17,2021-07-20T21:14:48.000+00:00,2023-04-19T13:20:40.719+00:00,https://www.inaturalist.org/observations/62836540,http://creativecommons.org/licenses/by-nc/4.0/legalcode,FALSE,iNaturalist research-grade observations,leegilliland1,leegilliland1,WGS84,Mammalia,US,United States of America,leegilliland1,62836540,leegilliland1,NA,Sat Oct 17 2020 11:56:04 GMT-0600 (MDT),Observations,2901589793,"Rio Grande National Forest, Antonito, CO, US",https://www.inaturalist.org/observations/62836540,453111,62836540,iNaturalist,11:56:04-06:00,wild,192766789,NA,NA,NA,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,37.121217/-106.372213/2021-07-20T21:08:34
"Martes caurina (Merriam, 1890)",-118.41596,36.711966,"cdc,cdround",gbif,2901553977,"Martes caurina (Merriam, 1890)",50c9509d-22c7-4a22-a47d-8c48425ef4a7,28eb1a3f-1c15-4a95-931a-4af90ecb574d,997448a8-f762-11e1-a439-00145eb45e9a,US,DWC_ARCHIVE,2023-04-18T14:51:01.646+00:00,2023-04-19T13:21:58.104+00:00,358,28eb1a3f-1c15-4a95-931a-4af90ecb574d,HUMAN_OBSERVATION,PRESENT,NA,5847373,1,44,359,732,5307,2433765,5847373,5847373,"Martes caurina (Merriam, 1890)",Animalia,Chordata,Carnivora,Mustelidae,Martes,Martes caurina,Martes,caurina,SPECIES,ACCEPTED,LC,2021-07-20T21:08:42,28505,NORTH_AMERICA,California,2020,10,18,2020-10-18,2021-07-20T21:14:48.000+00:00,2023-04-19T13:21:58.104+00:00,https://www.inaturalist.org/observations/62988213,http://creativecommons.org/licenses/by-nc/4.0/legalcode,FALSE,iNaturalist research-grade observations,nikhil_das,carter_k,WGS84,Mammalia,US,United States of America,nikhil_das,62988213,nikhil_das,Coordinate uncertainty increased to 28505m to protect threatened taxon,Sun Oct 18 2020 09:56:50 GMT-0700 (PDT),Observations,2901553977,"California, US",https://www.inaturalist.org/observations/62988213,453111,62988213,iNaturalist,09:56:50-07:00,wild,192766832,NA,NA,NA,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,36.711966/-118.41596/2021-07-20T21:08:42
"Martes caurina (Merriam, 1890)",-118.64338,51.669777,"cdc,cdround",gbif,2963956920,"Martes caurina (Merriam, 1890)",50c9509d-22c7-4a22-a47d-8c48425ef4a7,28eb1a3f-1c15-4a95-931a-4af90ecb574d,997448a8-f762-11e1-a439-00145eb45e9a,US,DWC_ARCHIVE,2023-04-18T14:51:01.646+00:00,2023-04-19T13:22:47.847+00:00,358,28eb1a3f-1c15-4a95-931a-4af90ecb574d,HUMAN_OBSERVATION,PRESENT,NA,5847373,1,44,359,732,5307,2433765,5847373,5847373,"Martes caurina (Merriam, 1890)",Animalia,Chordata,Carnivora,Mustelidae,Martes,Martes caurina,Martes,caurina,SPECIES,ACCEPTED,LC,2021-07-20T21:10:11,5,NORTH_AMERICA,British Columbia,2020,10,25,2020-10-25,2021-12-04T17:47:00.000+00:00,2023-04-19T13:22:47.847+00:00,https://www.inaturalist.org/observations/63608817,http://creativecommons.org/licenses/by-nc/4.0/legalcode,FALSE,iNaturalist research-grade observations,Llewellyn Matthews,Llewellyn Matthews,WGS84,Mammalia,CA,Canada,Llewellyn Matthews,63608817,llewellynm,NA,2020-10-25 12:54:54 PM PDT,Observations,2963956920,"Columbia-Shuswap, CA-BC, CA",https://www.inaturalist.org/observations/63608817,453111,63608817,iNaturalist,12:54:54-07:00,wild,192767318,NA,NA,NA,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,51.669777/-118.64338/2021-07-20T21:10:11
