x,y,species cloglog values
474.0,474.0,0.0054304264
475.0,475.0,0.034267507
476.0,476.0,0.047584314
477.0,477.0,0.033342935
478.0,478.0,0.042814285
479.0,479.0,0.024108438
480.0,480.0,0.11819335
481.0,481.0,0.0049572526
482.0,482.0,0.082284756
483.0,483.0,0.022487255
484.0,484.0,0.015090087
485.0,485.0,0.05443483
486.0,486.0,0.05660587
487.0,487.0,0.005608665
488.0,488.0,0.030155735
489.0,489.0,0.21666732
490.0,490.0,0.20035079
491.0,491.0,0.00325886
492.0,492.0,0.031595483
493.0,493.0,0.1928688
494.0,494.0,0.40364918
495.0,495.0,0.08767132
496.0,496.0,0.26150742
497.0,497.0,0.17088328
498.0,498.0,0.018516624
499.0,499.0,0.40100992
500.0,500.0,0.36336052
501.0,501.0,0.037094235
502.0,502.0,0.06615154
503.0,503.0,0.39651746
504.0,504.0,0.10271314
505.0,505.0,0.22853701
506.0,506.0,0.030898238
507.0,507.0,0.072686344
508.0,508.0,0.3037568
509.0,509.0,0.029441908
510.0,510.0,0.0037014454
511.0,511.0,0.07796273
512.0,512.0,0.044879157
513.0,513.0,0.38697827
514.0,514.0,0.13123538
515.0,515.0,0.13810301
516.0,516.0,0.006566876
517.0,517.0,0.19557734
518.0,518.0,0.0034081936
519.0,519.0,0.008258398
520.0,520.0,0.0053525185
521.0,521.0,0.038911745
522.0,522.0,0.0027224387
523.0,523.0,0.75997335
524.0,524.0,0.6052763
525.0,525.0,0.0040440164
526.0,526.0,0.2164701
527.0,527.0,0.009407102
528.0,528.0,0.13325086
529.0,529.0,0.08345753
530.0,530.0,0.20530485
531.0,531.0,0.022478184
532.0,532.0,0.10437928
533.0,533.0,0.014362725
534.0,534.0,0.0053004734
535.0,535.0,0.6184262
536.0,536.0,0.13774796
537.0,537.0,0.07488182
538.0,538.0,0.039131146
539.0,539.0,0.51771873
540.0,540.0,0.14413801
541.0,541.0,0.39664185
542.0,542.0,0.021402046
543.0,543.0,0.049004752
544.0,544.0,0.45110124
545.0,545.0,0.023788461
546.0,546.0,0.014822394
547.0,547.0,0.045473773
548.0,548.0,0.05835124
549.0,549.0,0.14362161
550.0,550.0,0.15797941
551.0,551.0,0.07414127
552.0,552.0,0.032024078
553.0,553.0,0.06106857
554.0,554.0,0.050175905
555.0,555.0,0.036902204
556.0,556.0,0.043581303
557.0,557.0,0.25240237
558.0,558.0,0.1394816
559.0,559.0,0.008995932
560.0,560.0,0.017202796
561.0,561.0,0.033461116
562.0,562.0,0.13584083
563.0,563.0,0.002275916
564.0,564.0,0.1304068
565.0,565.0,0.46657944
566.0,566.0,0.0047022416
567.0,567.0,0.07960659
568.0,568.0,0.61238027
569.0,569.0,0.0011717572
570.0,570.0,0.5488139
571.0,571.0,0.70108885
572.0,572.0,0.06328079
573.0,573.0,0.09052957
574.0,574.0,0.11267388
575.0,575.0,0.34476027
576.0,576.0,0.02047352
577.0,577.0,0.055132266
578.0,578.0,0.27835622
579.0,579.0,0.009560398
580.0,580.0,0.039443064
581.0,581.0,0.03435242
582.0,582.0,0.12852108
583.0,583.0,0.06297926
584.0,584.0,0.37927988
585.0,585.0,0.007043523
586.0,586.0,0.12123132
587.0,587.0,0.070572324
588.0,588.0,0.32096034
589.0,589.0,9.769256E-4
590.0,590.0,0.3078019
591.0,591.0,0.40274557
592.0,592.0,0.043495994
593.0,593.0,0.3121138
594.0,594.0,0.19155356
595.0,595.0,0.14781079
596.0,596.0,0.41932568
597.0,597.0,0.013561988
598.0,598.0,0.024431933
599.0,599.0,0.028073117
600.0,600.0,0.048594546
601.0,601.0,0.025950516
602.0,602.0,0.11916345
603.0,603.0,0.0069339187
604.0,604.0,0.55948764
605.0,605.0,0.14443202
606.0,606.0,0.16400236
607.0,607.0,0.038932946
608.0,608.0,0.0067893937
609.0,609.0,0.5201577
610.0,610.0,0.012469243
611.0,611.0,0.0014809596
612.0,612.0,0.0022410501
613.0,613.0,0.0568941
614.0,614.0,0.008839213
615.0,615.0,0.13588722
616.0,616.0,0.5016019
617.0,617.0,0.06128745
618.0,618.0,0.030775161
619.0,619.0,0.021420982
620.0,620.0,0.0035890257
621.0,621.0,0.121560164
622.0,622.0,0.037462983
623.0,623.0,0.040403914
624.0,624.0,0.33595732
625.0,625.0,0.015472025
626.0,626.0,0.010553887
627.0,627.0,0.3811021
628.0,628.0,0.32813415
629.0,629.0,0.12850945
630.0,630.0,0.10235918
631.0,631.0,0.014037406
632.0,632.0,0.34943575
633.0,633.0,0.12226164
634.0,634.0,0.20865019
635.0,635.0,0.06345667
636.0,636.0,0.021287195
637.0,637.0,0.020369956
638.0,638.0,0.08112926
639.0,639.0,0.03676288
640.0,640.0,0.03963644
641.0,641.0,0.08852632
642.0,642.0,0.02341287
643.0,643.0,0.05622316
644.0,644.0,0.010992078
645.0,645.0,0.054370157
646.0,646.0,0.0029727258
647.0,647.0,0.081501104
648.0,648.0,0.6272832
649.0,649.0,0.049854375
650.0,650.0,0.0071935738
651.0,651.0,0.0051620845
652.0,652.0,0.036964163
653.0,653.0,0.07395994
654.0,654.0,0.029351447
655.0,655.0,0.0059548663
656.0,656.0,0.13510758
657.0,657.0,0.013476193
658.0,658.0,0.05590096
659.0,659.0,0.62495697
660.0,660.0,0.22358957
661.0,661.0,0.37292993
662.0,662.0,0.12909442
663.0,663.0,0.6298462
664.0,664.0,0.08141669
665.0,665.0,0.20882946
666.0,666.0,0.3745824
667.0,667.0,0.116128825
668.0,668.0,0.016062716
669.0,669.0,0.1121337
670.0,670.0,0.024249384
671.0,671.0,0.021408407
672.0,672.0,0.07617474
673.0,673.0,0.035250183
674.0,674.0,0.008995146
675.0,675.0,0.021593992
676.0,676.0,0.0019270511
677.0,677.0,0.037635766
678.0,678.0,0.0210536
679.0,679.0,0.0039788284
680.0,680.0,0.008723192
681.0,681.0,0.38676107
682.0,682.0,0.035077345
683.0,683.0,0.21351516
684.0,684.0,0.020446315
685.0,685.0,0.57465756
686.0,686.0,0.115815066
687.0,687.0,0.5018841
688.0,688.0,0.07769307
689.0,689.0,0.07515972
690.0,690.0,0.13225508
691.0,691.0,0.026978148
692.0,692.0,0.112779476
693.0,693.0,0.120395824
694.0,694.0,0.021310568
695.0,695.0,0.3778724
696.0,696.0,0.24008921
697.0,697.0,0.11988749
698.0,698.0,0.12372755
699.0,699.0,0.28153354
700.0,700.0,0.11355048
701.0,701.0,0.15455642
702.0,702.0,0.31867203
703.0,703.0,0.17150176
704.0,704.0,0.31527373
705.0,705.0,0.0094358735
706.0,706.0,0.14481637
707.0,707.0,0.37732816
708.0,708.0,0.019872827
709.0,709.0,0.04509405
710.0,710.0,0.0046309005
711.0,711.0,0.027192725
712.0,712.0,0.009453586
713.0,713.0,0.010748667
714.0,714.0,0.032502495
715.0,715.0,0.61814433
716.0,716.0,0.139655
717.0,717.0,0.17975333
718.0,718.0,0.58063954
719.0,719.0,0.15643685
720.0,720.0,0.02251569
721.0,721.0,0.14129558
722.0,722.0,0.06410882
723.0,723.0,0.46816373
724.0,724.0,0.080782644
725.0,725.0,0.0014834098
726.0,726.0,0.015536876
727.0,727.0,0.10891884
728.0,728.0,0.011370656
729.0,729.0,0.14256516
730.0,730.0,0.26272956
731.0,731.0,0.05752456
732.0,732.0,0.072373666
733.0,733.0,0.19898103
734.0,734.0,0.4038242
735.0,735.0,0.08386852
736.0,736.0,0.17221801
737.0,737.0,0.02456719
738.0,738.0,0.27606654
739.0,739.0,0.12690896
740.0,740.0,0.013376572
741.0,741.0,0.011870058
742.0,742.0,0.44401714
743.0,743.0,0.22045222
744.0,744.0,0.06682813
745.0,745.0,0.023510203
746.0,746.0,0.065659165
747.0,747.0,0.36852452
748.0,748.0,0.12181084
749.0,749.0,0.026343083
750.0,750.0,0.015942384
751.0,751.0,0.17462033
752.0,752.0,0.12457815
753.0,753.0,0.035844766
754.0,754.0,0.06253799
755.0,755.0,0.51130474
756.0,756.0,0.034155138
757.0,757.0,0.1143966
758.0,758.0,0.0319202
759.0,759.0,0.09385898
760.0,760.0,0.03242733
761.0,761.0,0.0094590355
762.0,762.0,0.2349562
763.0,763.0,0.021119978
764.0,764.0,0.019257072
765.0,765.0,0.028033849
766.0,766.0,0.0031183525
767.0,767.0,0.119243644
768.0,768.0,0.48728892
769.0,769.0,0.013875107
770.0,770.0,0.040645458
771.0,771.0,0.120691605
772.0,772.0,0.012521961
773.0,773.0,0.022823976
774.0,774.0,0.4416501
775.0,775.0,0.10258135
776.0,776.0,0.040368922
777.0,777.0,0.029211
778.0,778.0,0.058582358
779.0,779.0,0.19460726
780.0,780.0,0.08209897
781.0,781.0,0.0058152415
782.0,782.0,0.069609575
783.0,783.0,0.03487578
784.0,784.0,0.06247674
785.0,785.0,0.018486304
786.0,786.0,0.009352145
787.0,787.0,0.4615449
788.0,788.0,0.10490677
789.0,789.0,0.4573496
790.0,790.0,0.09994752
791.0,791.0,0.2650039
